uwi,long,lat,lease,operator,fake_number
5661,-104.181119,31.998733,HH SOUTHWEST 5,CHEVRON U S A INCORPORATED,8
5662,-104.181038,31.998733,HH SOUTHWEST 5,CHEVRON U S A INCORPORATED,64
5663,-104.180958,31.998733,HH SOUTHWEST 5,CHEVRON U S A INCORPORATED,9
5664,-104.180877,31.998733,HH SOUTHWEST 5,CHEVRON U S A INCORPORATED,76
5665,-104.180796,31.998733,HH SOUTHWEST 5,CHEVRON U S A INCORPORATED,81
5666,-104.096874,31.956314,GRISSOM,COG OPERATING LIMITED LIABILITY CORP,1
5667,-104.2582792,31.8490722,LORD MURPHY 10 STATE A,CIMAREX ENERGY COMPANY,94
5668,-104.1134833,31.6247806,WISE UNIT,THREE RIVERS OPERATING COMPANY III LLC,52
5669,-104.19615,31.6737822,WISE WEST STATE,THREE RIVERS OPERATING COMPANY III LLC,64
5670,-104.0715017,31.9408233,ARMSTRONG STATE,COG OPERATING LIMITED LIABILITY CORP,76
5671,-104.2049108,31.9863239,CHUTE BUSTER,COG OPERATING LIMITED LIABILITY CORP,41
5672,-104.2281914,31.9404344,JET PILOT 24 FEE,CIMAREX ENERGY COMPANY,45
5673,-104.0640025,31.9407601,ALDRIN UNIT,COG OPERATING LIMITED LIABILITY CORP,60
5674,-104.2397472,31.8192306,AFFIRMED 23 STATE UNIT,CIMAREX ENERGY COMPANY,38
5675,-104.105808,31.956498,GRISSOM,COG OPERATING LIMITED LIABILITY CORP,13
5676,-104.1953648,31.7362078,BADEN BADEN 7 STATE UNIT,CIMAREX ENERGY COMPANY,28
5677,-104.2754047,31.8774219,SIR BARTON 4 STATE UNIT,CIMAREX ENERGY COMPANY,40
5678,-104.09356,31.939773,HAY BOWEN 29/32,CHEVRON U S A INCORPORATED,96
5679,-104.119976,31.678371,THUNDERBOLT STATE,CARRIZO PERMIAN LLC,37
5680,-104.2086068,31.7585315,W A STATE,CAPITAN ENERGY INCORPORATED,38
5681,-104.146194,31.998077,HAYHURST SOUTHWEST 3,CHEVRON U S A INCORPORATED,81
5682,-104.146113,31.998077,HH SOUTHWEST 3,CHEVRON U S A INCORPORATED,55
5683,-104.146032,31.998077,HH SOUTHWEST 3,CHEVRON U S A INCORPORATED,50
5684,-104.145952,31.998077,HAYHURST SOUTHWEST 3,CHEVRON U S A INCORPORATED,52
5685,-104.14662,31.65858,MARAUDER STATE UNIT,CARRIZO PERMIAN LLC,19
5686,-104.3202922,31.7303159,STEVE STATE,LIMESTONE EXPLORATION II LLC,89
5687,-104.1330453,31.7008342,HS STATE 113-22X15,BHP BILLITON PETROLEUM(TXLA OP) COMPANY,74
5688,-104.3248592,31.7305872,COVINGTON STATE 13,LIMESTONE EXPLORATION II LLC,85
5689,-104.0635372,31.7447961,BLAIR J S FEE 2,CAPITAN ENERGY INCORPORATED,54
5690,-104.0636336,31.7447958,CLIFF FEE 4,CAPITAN ENERGY INCORPORATED,37
5691,-104.32927,31.96943,DR STATE CENTRAL,COG OPERATING LIMITED LIABILITY CORP,83
5692,-104.26407,31.9238443,DR STATE EAST,COG OPERATING LIMITED LIABILITY CORP,100
5693,-104.2490971,31.6422468,PHILLIPS H M STATE 27-3,PDC ENERGY INC,12
5694,-104.06373,31.744793,PAT FEE 4,CAPITAN ENERGY INCORPORATED,77
5695,-104.3168409,31.9387896,DR STATE EAST,COG OPERATING LIMITED LIABILITY CORP,96
5696,-104.209835,31.7813992,SEATTLE SLEW 42 STATE UNIT,CIMAREX ENERGY COMPANY,31
5697,-104.2097722,31.7814,SEATTLE SLEW 42 STATE UNIT,CIMAREX ENERGY COMPANY,7
5698,-104.2097075,31.7813986,SEATTLE SLEW 42 STATE UNIT,CIMAREX ENERGY COMPANY,36
5699,-104.2059317,31.7815519,SEATTLE SLEW 42 STATE UNIT,CIMAREX ENERGY COMPANY,82
5700,-104.2058675,31.7815517,SEATTLE SLEW 42 STATE UNIT,CIMAREX ENERGY COMPANY,20
5701,-104.2058028,31.7815528,SEATTLE SLEW 42 STATE UNIT,CIMAREX ENERGY COMPANY,52
5702,-104.1039044,31.5683514,COTTONWOOD WEST,THREE RIVERS OPERATING COMPANY III LLC,97
5703,-104.1133245,31.7432806,STATE RAY 12,CAPITAN ENERGY INCORPORATED,52
5704,-104.1138983,31.7434061,STATE RAY 12,CAPITAN ENERGY INCORPORATED,40
5705,-104.1680808,31.9559231,MIDDLEGROUND 16 UNIT,CIMAREX ENERGY COMPANY,92
5706,-104.0851431,31.7445333,JAMES FEE 6,CAPITAN ENERGY INCORPORATED,65
5707,-104.0852403,31.7445333,STATE LILES J E 6,CAPITAN ENERGY INCORPORATED,79
5708,-104.0463417,31.7806861,ROXANNE FEE 46,CAPITAN ENERGY INCORPORATED,86
5709,-97.029689,32.557468,DANCIGER TRUST,TEP BARNETT USA LLC,1
5710,-97.0088802,32.7756313,DISTRICT-LONE STAR,GHA BARNETT LLC,11
5711,-97.0286769,32.9544031,DFW NORTH,TEP BARNETT USA LLC,57
5712,-97.023631,32.93556,DFW NORTH,TEP BARNETT USA LLC,93
5713,-97.02331,32.93566,DFW NORTH,TEP BARNETT USA LLC,29
5714,-97.0236315,32.9356636,DFW NORTH,TEP BARNETT USA LLC,8
5715,-97.0209681,32.6787231,CAMPBELL,TEP BARNETT USA LLC,34
5716,-97.031708,32.801149,SEEFRIED,CHESAPEAKE OPERATING INCORPORATED,96
5717,-97.0287573,32.9545324,DFW NORTH,TEP BARNETT USA LLC,38
5718,-97.0236284,32.9356224,DFW NORTH,TEP BARNETT USA LLC,57
5719,-97.028776,32.954403,DFW NORTH,TEP BARNETT USA LLC,14
5720,-97.023304,32.935618,DFW NORTH,TEP BARNETT USA LLC,7
5721,-97.023306,32.9355771,DFW NORTH,TEP BARNETT USA LLC,100
5722,-97.0288233,32.9543981,DFW NORTH,TEP BARNETT USA LLC,68
5723,-97.0318237,32.9571861,FELLOWSHIP,TEP BARNETT USA LLC,95
5724,-97.022817,32.852133,DFW,TEP BARNETT USA LLC,62
5725,-97.029742,32.557488,DANCIGER TRUST,TEP BARNETT USA LLC,27
5726,-97.0297135,32.5581872,DANCIGER TRUST,TEP BARNETT USA LLC,86
5727,-97.0310811,32.957119,FELLOWSHIP,TEP BARNETT USA LLC,99
5728,-97.0311793,32.9570779,FELLOWSHIP,TEP BARNETT USA LLC,96
5729,-97.0311797,32.9570367,FELLOWSHIP,TEP BARNETT USA LLC,7
5730,-97.03118,32.9569969,FELLOWSHIP,TEP BARNETT USA LLC,47
5731,-97.031178,32.957121,FELLOWSHIP,TEP BARNETT USA LLC,12
5732,-96.9152438,32.8522373,UD-DALLAS GU,EXPRO ENGINEERING INCORPORATED,15
5733,-97.031082,32.957037,FELLOWSHIP,TEP BARNETT USA LLC,12
5734,-97.025278,32.68969,CHILDS KELLEY `A`,TEP BARNETT USA LLC,47
5735,-97.0370162,32.6039027,WADDLE UNIT,EAGLERIDGE OPERATING LLC,14
5736,-97.0208614,32.9193429,DFW,TEP BARNETT USA LLC,43
5737,-97.0209161,32.6787239,CAMPBELL,TEP BARNETT USA LLC,61
5738,-97.028854,32.665751,CARPO WEST,TEP BARNETT USA LLC,63
5739,-97.0289,32.66575,BARNES ASSEMBLY A,TEP BARNETT USA LLC,75
5740,-97.031082,32.957016,ANDIE P,TEP BARNETT USA LLC,90
5741,-97.0318212,32.9571037,ANDIE P,TEP BARNETT USA LLC,36
5742,-97.0251975,32.6896811,CHILDS KELLEY A,TEP BARNETT USA LLC,81
5743,-97.03696,32.60376,WADDLE A,EAGLERIDGE OPERATING LLC,99
5744,-97.025278,32.689731,CHILDS KELLEY A,TEP BARNETT USA LLC,84
5745,-97.0252407,32.6896107,HACKMAN,TEP BARNETT USA LLC,13
5746,-97.0209326,32.7964568,THOROUGHBRED,GHA BARNETT LLC,46
5747,-97.0251457,32.6896537,CHILDS KELLEY C,TEP BARNETT USA LLC,79
5748,-97.0217498,32.776839,PALOMINO,GHA BARNETT LLC,55
5749,-97.0210306,32.7964556,QUARTER HORSE,GHA BARNETT LLC,66
5750,-97.0219938,32.7769987,APPALOOSA,GHA BARNETT LLC,84
5751,-97.0217038,32.7768254,LONESTAR,GHA BARNETT LLC,14
5752,-97.021796,32.776853,PALOMINO,GHA BARNETT LLC,70
5753,-97.021579,32.7769768,DISTRICT - LONE STAR,GHA BARNETT LLC,82
5754,-102.1997682,32.918778,WELCH WEST UNIT,OXY USA WTP LP,71
5755,-102.1473585,32.9212758,WELCH WEST UNIT,OXY USA WTP LP,98
5756,-102.19998,32.91375,WELCH WEST UNIT,OXY USA WTP LP,5
5757,-102.1726143,32.952853,WELCH NORTH UNIT,DEVON ENERGY PRODUCTION COMPANY L P,27
5758,-102.1681056,32.9415073,WELCH NORTH UNIT,DEVON ENERGY PRODUCTION COMPANY L P,91
5759,-102.1640773,32.9381425,WELCH NORTH UNIT,DEVON ENERGY PRODUCTION COMPANY L P,22
5760,-102.1896917,32.9527615,NORTH WELCH UNIT,DEVON ENERGY PRODUCTION COMPANY L P,90
5761,-102.1338417,32.941475,NORTH WELCH UNIT,DEVON ENERGY PRODUCTION COMPANY L P,36
5762,-102.1725304,32.9417354,NORTH WELCH UNIT,DEVON ENERGY PRODUCTION COMPANY L P,78
5763,-101.8847722,32.5344361,KOGER 42,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,89
5764,-102.2006472,32.8990861,WELCH WEST UNIT,OXY USA WTP LP,64
5765,-102.1936333,32.9044417,WELCH WEST UNIT,OXY USA WTP LP,16
5766,-102.1955736,32.911456,WELCH WEST UNIT,OXY USA WTP LP,74
5767,-102.1863177,32.9092982,WELCH WEST UNIT,OXY USA WTP LP,70
5768,-102.1420722,32.9115581,WEST WELCH UNIT,OXY USA WTP LP,65
5769,-102.1732063,32.9121979,WELCH WEST UNIT,OXY USA WTP LP,55
5770,-101.7367178,32.6649475,RIDDLE,MJB PRODUCTION COMPANY INCORPORATED,50
5771,-102.124631,32.916169,WEST WELCH UNIT,OXY USA WTP LP,26
5772,-102.054154,32.8736587,M T S (SAN ANDRES) UNIT,FASKEN OIL AND RANCH LTD,94
5773,-102.148998,32.9414535,WELCH NORTH UNIT,DEVON ENERGY PRODUCTION COMPANY L P,68
5774,-102.1424196,32.9509205,WELCH NORTH UNIT,DEVON ENERGY PRODUCTION COMPANY L P,9
5775,-102.1561762,32.938904,TURNER EVERETT `2`,COBRA OIL & GAS CORPORATION,85
5776,-102.0372175,32.5768856,ECHOLS (SPRABERRY) UNIT,SABER OIL & GAS VENTURES LLC,53
5777,-102.0276078,32.6958393,GIN UNIT,PPC OPERATING COMPANY LLC,5
5778,-102.16767,32.93865,WELCH NORTH UNIT,DEVON ENERGY PRODUCTION COMPANY L P,71
5779,-101.9938057,32.664915,SNELL,BIG STAR OIL & GAS LLC,86
5780,-102.1992866,32.581606,TATONKA UNIT,THOMPSON J CLEO,8
5781,-102.180134,32.543454,KENT COUNTY SCHOOL LAND A,DIAMONDBACK EXPLORATION & PROD LLC,15
5782,-101.9039525,32.5407604,MORGAN,CHOLLA PETROLEUM INCORPORATED,55
5783,-101.9038267,32.5407874,MORGAN,CHOLLA PETROLEUM INCORPORATED,6
5784,-102.106888,32.544811,BROWN & MARTIN UNIT,DIAMONDBACK EXPLORATION & PROD LLC,71
5785,-102.189928,32.544904,ESTES B UNIT,DIAMONDBACK EXPLORATION & PROD LLC,38
5786,-102.115472,32.546842,PATRICIA LANDS,DIAMONDBACK EXPLORATION & PROD LLC,11
5787,-102.1347492,32.5962156,BEAUJOLAIS A UNIT,W&T OFFSHORE INCORPORATED,38
5788,-102.0008764,32.6030888,VOGLER BERTA 5,CHOLLA PETROLEUM INCORPORATED,65
5789,-102.0961903,32.6968,GLASS 277,ELK RIVER RESOURCES LLC,4
5790,-102.1667603,32.6834806,HUTCH 279,ELK RIVER RESOURCES LLC,91
5791,-102.187115,32.5455086,ESTES B UNIT,DIAMONDBACK EXPLORATION & PROD LLC,28
5792,-102.1927333,32.5448667,ESTES C UNIT,DIAMONDBACK EXPLORATION & PROD LLC,77
5793,-102.1903021,32.5971895,LOVING CSL 272-7,THOMPSON J CLEO,43
5794,-97.066944,33.1961366,LAKE DALLAS GAS STORAGE WELL,ATMOS PIPELINE - TEXAS,100
5795,-97.2279864,33.1253831,COLE-LUKENS,DEVON ENERGY PRODUCTION COMPANY L P,36
5796,-97.13,33.1833333,ACME BRICK D UNIT,EAGLERIDGE OPERATING LLC,17
5797,-97.1961982,33.2382801,COLE B,ENERVEST OPERATING LLC,61
5798,-97.2722776,33.1970733,MALONE SAMUEL,DEVON ENERGY PRODUCTION COMPANY L P,38
5799,-97.2270489,33.0415855,SMITH,ENCANA OIL & GAS (USA) INCORPORATED,95
5800,-97.2838809,33.0589632,MCPHERSON M K,DEVON ENERGY PRODUCTION COMPANY L P,6
5801,-97.3651836,32.9928925,BLAKLEY ESTATE GAS UNIT `D`,DEVON ENERGY PRODUCTION COMPANY L P,47
5802,-97.2449334,33.1824303,PORTER JOHN W,DEVON ENERGY PRODUCTION COMPANY L P,14
5803,-97.3712854,33.1067848,GRAHAM-SHOOP,DEVON ENERGY PRODUCTION COMPANY L P,57
5804,-97.3696929,33.123274,DCCO 2-C J HARDEMAN,DEVON ENERGY PRODUCTION COMPANY L P,66
5805,-97.3823669,33.1477497,DCCO 2-LEWIS JONES,DEVON ENERGY PRODUCTION COMPANY L P,40
5806,-97.1952384,33.0808962,FURST RANCH,EAGLERIDGE OPERATING LLC,40
5807,-97.1754317,33.0689564,FURST RANCH,EAGLERIDGE OPERATING LLC,37
5808,-97.2626705,33.0091084,CHADWICK ESTATES,DEVON ENERGY PRODUCTION COMPANY L P,49
5809,-97.3000923,33.2930889,KHRAISH HANNA,DEVON ENERGY PRODUCTION COMPANY L P,43
5810,-97.2799002,33.1745301,MASSEY GEORGIA GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,86
5811,-97.3712498,33.0415373,AAT-UPVIC,DEVON ENERGY PRODUCTION COMPANY L P,15
5812,-97.3140871,33.0591598,LIZZY J,EAGLERIDGE OPERATING LLC,54
5813,-97.3750835,33.1139481,DCCO 2-GRAHAM RANCH,DEVON ENERGY PRODUCTION COMPANY L P,38
5814,-97.360222,33.00789,T C U,DEVON ENERGY PRODUCTION COMPANY L P,11
5815,-97.24897,33.2132307,AGF RANCH ETAL `B`,DEVON ENERGY PRODUCTION COMPANY L P,98
5816,-97.371728,32.9971441,BLAKLEY ESTATE GAS UNIT `C`,DEVON ENERGY PRODUCTION COMPANY L P,98
5817,-97.3744169,33.0074687,T C U,DEVON ENERGY PRODUCTION COMPANY L P,56
5818,-97.3741033,33.0539475,TALLY FAYE S GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,54
5819,-97.1897727,33.0824119,FURST RANCH,EAGLERIDGE OPERATING LLC,28
5820,-97.3745614,33.1486577,DCCO 2-LEWIS JONES GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,19
5821,-97.136,33.1836667,ACME BRICK D UNIT,EAGLERIDGE OPERATING LLC,46
5822,-97.3380494,33.1310266,DCCO 1-DENTON CREEK TRADING COMPANY,DEVON ENERGY PRODUCTION COMPANY L P,69
5823,-97.2117179,33.1865352,COLE TRUSTS 576 `A`,DEVON ENERGY PRODUCTION COMPANY L P,58
5824,-97.3836842,33.0446497,FINLAYSON O T ESTATE,DEVON ENERGY PRODUCTION COMPANY L P,45
5825,-97.3177382,33.1457741,BURNS ANNA BETH,DEVON ENERGY PRODUCTION COMPANY L P,37
5826,-97.2985993,33.1911255,ANDERSON M G,DEVON ENERGY PRODUCTION COMPANY L P,99
5827,-97.2284951,33.0967825,CORRAL CITY,ENERVEST OPERATING LLC,28
5828,-97.2300246,33.1935439,LAWSON C GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,93
5829,-97.2355055,33.0604442,EWING,VANTAGE FORT WORTH ENERGY LLC,68
5830,-97.2301764,33.1758947,YARBROUGH B ETAL GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,61
5831,-97.3465419,33.1983369,DUNN HOBBY ESTATE,DEVON ENERGY PRODUCTION COMPANY L P,90
5832,-97.3326937,33.041549,RUSSELL JEROME ET AL,DEVON ENERGY PRODUCTION COMPANY L P,92
5833,-97.2167979,33.2541301,BLACKHAWK,VANTAGE FORT WORTH ENERGY LLC,91
5834,-97.2418101,33.0362217,SLAUGHTER RANCH,CONOCOPHILLIPS COMPANY,18
5835,-97.3460583,33.1997645,DUNN `C`,ENERVEST OPERATING LLC,63
5836,-97.2436528,33.1681673,BILTMORE,DEVON ENERGY PRODUCTION COMPANY L P,94
5837,-97.2450315,33.1756447,BILTMORE,DEVON ENERGY PRODUCTION COMPANY L P,28
5838,-97.236514,33.155027,BILTMORE,DEVON ENERGY PRODUCTION COMPANY L P,32
5839,-97.3463667,33.2499528,CADDELL UNIT,CONOCOPHILLIPS COMPANY,27
5840,-97.2995449,33.1884237,ANDERSON M G,DEVON ENERGY PRODUCTION COMPANY L P,45
5841,-97.321551,33.0781989,TALLY CURTIS,ENERVEST OPERATING LLC,18
5842,-97.289926,33.2860691,KHRAISH HANNA,DEVON ENERGY PRODUCTION COMPANY L P,4
5843,-97.3898729,33.2383404,ADAMI G E,DEVON ENERGY PRODUCTION COMPANY L P,51
5844,-97.3199178,33.1794239,RIGGS J H GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,100
5845,-97.27255,33.21924,DAVIS-KIRK,DEVON ENERGY PRODUCTION COMPANY L P,24
5846,-97.2893671,33.2972379,KHRAISH HANNA,DEVON ENERGY PRODUCTION COMPANY L P,77
5847,-97.2290086,33.2661011,CATES PARTNER UNIT,EAGLERIDGE OPERATING LLC,74
5848,-97.2419864,33.2775737,MONSCHKE,ENCANA OIL & GAS (USA) INCORPORATED,36
5849,-97.1575043,33.1234491,KETCHUM,RANGE PRODUCTION COMPANY,92
5850,-97.1312355,33.1508502,PITNER,EAGLERIDGE OPERATING LLC,92
5851,-97.3373272,33.0050651,LAU GAS UNIT A,DEVON ENERGY PRODUCTION COMPANY L P,46
5852,-97.1716384,33.0736131,FURST RANCH,EAGLERIDGE OPERATING LLC,66
5853,-97.0535821,33.1169435,GOLDFIELD UNIT,ARP BARNETT LLC,68
5854,-97.1783965,33.2240412,SELWYN SCHOOL,ENERVEST OPERATING LLC,9
5855,-97.3612189,33.2108012,UNION CENTRAL,ENERVEST OPERATING LLC,28
5856,-97.2102834,33.0763122,OBENCHAIN,EAGLERIDGE OPERATING LLC,93
5857,-97.2203677,33.0766499,OBENCHAIN,EAGLERIDGE OPERATING LLC,56
5858,-97.1284757,33.1485452,CARDWELL-CALVERT GAS UNIT,EAGLERIDGE OPERATING LLC,58
5859,-97.2990068,33.0667691,HARDEMAN DOROTHY JEAN,DEVON ENERGY PRODUCTION COMPANY L P,56
5860,-97.2104308,33.0763127,OBENCHAIN,EAGLERIDGE OPERATING LLC,67
5861,-97.3327406,33.2981172,SANI,DEVON ENERGY PRODUCTION COMPANY L P,87
5862,-97.3455778,33.0531035,ADAMS CORINNE,DEVON ENERGY PRODUCTION COMPANY L P,8
5863,-97.2546109,33.0184653,NELSON BYRON,DEVON ENERGY PRODUCTION COMPANY L P,68
5864,-97.1898194,33.2263472,DAVIS,EAGLERIDGE OPERATING LLC,85
5865,-97.2538831,33.3661834,KNOX ESTATE,ROWLAND TANK TRUCK COMPANY,25
5866,-97.2589498,32.9919858,ALLIANCE-CARTWRIGHT A,BLUESTONE NATURAL RES II LLC,43
5867,-97.3451996,33.0360525,DAY-ADAMS,DEVON ENERGY PRODUCTION COMPANY L P,95
5868,-97.2931676,33.1258563,PENNINGTON GAS UNIT A,DEVON ENERGY PRODUCTION COMPANY L P,2
5869,-97.3312921,33.0645408,RANGE,ENERVEST OPERATING LLC,76
5870,-97.3178341,33.0900062,PETERSON B,ENERVEST OPERATING LLC,91
5871,-97.2844845,33.1227481,LESLEY,ENERVEST OPERATING LLC,40
5872,-97.3416255,32.9989349,ALLIANCE,BLUESTONE NATURAL RES II LLC,66
5873,-97.2254095,33.0459351,SLAUGHTER RANCH B,CONOCOPHILLIPS COMPANY,68
5874,-97.2041956,33.0206068,TROPHY CLUB,ENCANA OIL & GAS (USA) INCORPORATED,6
5875,-97.2847372,33.2114756,DOWNE A UNIT,CONOCOPHILLIPS COMPANY,98
5876,-97.2779833,33.2978359,KHRAISH-PROSPECT COMPANY,DEVON ENERGY PRODUCTION COMPANY L P,50
5877,-97.1307625,33.1279355,RUSSELL RANCH,EAGLERIDGE OPERATING LLC,80
5878,-97.2321957,33.1068834,FAUGHT HEIRS,DEVON ENERGY PRODUCTION COMPANY L P,42
5879,-97.279163,33.110274,DILG M J ESTATE,DEVON ENERGY PRODUCTION COMPANY L P,30
5880,-97.1819957,33.0597587,FURST RANCH,EAGLERIDGE OPERATING LLC,47
5881,-97.1971596,33.0590695,FURST RANCH,EAGLERIDGE OPERATING LLC,76
5882,-97.3735974,33.0816843,TURNER A,ENERVEST OPERATING LLC,67
5883,-97.2807631,32.9920188,SANDS,TRIO CONSULTING & MANAGEMENT LLC,79
5884,-97.2092254,33.2356057,LAWRENCE DARBY,EAGLERIDGE OPERATING LLC,61
5885,-97.3258541,33.0429989,RUSSELL JEROME ET AL,DEVON ENERGY PRODUCTION COMPANY L P,11
5886,-97.3570014,33.0978085,FRAZIER JAMES GAS UNIT NO 1,DEVON ENERGY PRODUCTION COMPANY L P,34
5887,-97.3039724,33.2811881,SHIFFLET FAMILY B,CONOCOPHILLIPS COMPANY,12
5888,-97.2253407,33.0541874,EWING,ENCANA OIL & GAS (USA) INCORPORATED,58
5889,-97.1501232,33.129256,FORT DAVID,TRIO CONSULTING & MANAGEMENT LLC,5
5890,-97.232956,33.2084616,AGF RANCH ETAL A,DEVON ENERGY PRODUCTION COMPANY L P,37
5891,-97.3527212,33.1950399,DUNN C,ENERVEST OPERATING LLC,80
5892,-97.1919819,33.198793,CITY OF DENTON-AIRPORT,TRINITY RIVER ENERGY OPERATING,7
5893,-97.362025,33.2053833,TAYLOR DAN A,DEVON ENERGY PRODUCTION COMPANY L P,69
5894,-97.3234473,33.2015713,EVERS A,DEVON ENERGY PRODUCTION COMPANY L P,52
5895,-97.2183471,33.2498284,KEESE UNIT,VANTAGE FORT WORTH ENERGY LLC,23
5896,-97.3439317,32.9953684,ALLIANCE,BLUESTONE NATURAL RES II LLC,44
5897,-97.343475,32.9953602,ALLIANCE,BLUESTONE NATURAL RES II LLC,17
5898,-97.1049093,33.0406443,BUNN UNIT `A`,EAGLERIDGE OPERATING LLC,93
5899,-97.2101775,33.1845798,COLE TRUSTS 576 A,DEVON ENERGY PRODUCTION COMPANY L P,10
5900,-97.3161139,33.2467778,PARKEY UNIT,CONOCOPHILLIPS COMPANY,77
5901,-97.2887231,33.2353428,TINDLE C UNIT,CONOCOPHILLIPS COMPANY,34
5902,-97.3095295,33.1341209,NALER MAE C,DEVON ENERGY PRODUCTION COMPANY L P,26
5903,-97.2851767,33.26897,BUCKNER BAPTIST,CONOCOPHILLIPS COMPANY,80
5904,-97.0528861,33.1265917,GOLDFIELD UNIT,ARP BARNETT LLC,39
5905,-97.1730556,33.1944444,MASON,EAGLERIDGE OPERATING LLC,35
5906,-97.2043408,33.1907783,COLE TRUST 576 A,DEVON ENERGY PRODUCTION COMPANY L P,58
5907,-97.3032321,33.2708667,SCHLUTER MARGARET,DEVON ENERGY PRODUCTION COMPANY L P,2
5908,-97.2044618,33.1907955,COLE TRUSTS 576 A,DEVON ENERGY PRODUCTION COMPANY L P,10
5909,-97.2413609,33.1914567,YARBROUGH B ETAL GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,34
5910,-97.2414956,33.1914513,AGF RANCH ETAL C,DEVON ENERGY PRODUCTION COMPANY L P,90
5911,-97.227888,33.191439,COLE TRUSTS 576 A,DEVON ENERGY PRODUCTION COMPANY L P,59
5912,-97.1959639,33.1807359,COLE TRUSTS 576 A,DEVON ENERGY PRODUCTION COMPANY L P,97
5913,-97.1899362,33.2403783,BAKER,ENERVEST OPERATING LLC,49
5914,-97.2942814,33.2131783,ANDERSON B UNIT,CONOCOPHILLIPS COMPANY,92
5915,-97.2667441,33.1278384,SEXTON,ENERVEST OPERATING LLC,53
5916,-97.1760262,33.1862956,MEADOR-HAMMER,EAGLERIDGE OPERATING LLC,52
5917,-97.2549721,33.0261319,SH114-IH35W VENTURES LTD,DEVON ENERGY PRODUCTION COMPANY L P,59
5918,-97.1777441,33.13865,BROWN,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,29
5919,-97.2394683,33.0242376,TEXAS MOTOR SPEEDWAY,DEVON ENERGY PRODUCTION COMPANY L P,43
5920,-97.1941653,33.0167607,TROPHY CLUB,VANTAGE FORT WORTH ENERGY LLC,91
5921,-97.253303,33.2083809,VISTA MANUFACTURING,DEVON ENERGY PRODUCTION COMPANY L P,2
5922,-97.1795387,33.0166838,TROPHY CLUB,VANTAGE FORT WORTH ENERGY LLC,88
5923,-97.3426383,33.1879796,LESLIE TRUST,DEVON ENERGY PRODUCTION COMPANY L P,85
5924,-97.2977475,33.1809175,ROBERTSON ETAL GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,79
5925,-97.3473772,33.3349192,SCHERTZ,WESTERN CHIEF OPERATING LLC,17
5926,-97.3692122,33.3663581,CHRISTIAN,VANTAGE FORT WORTH ENERGY LLC,81
5927,-97.3070047,33.0278306,BEECHWOOD,XTO ENERGY INCORPORATED,31
5928,-97.30922,33.01792,BEECHWOOD,XTO ENERGY INCORPORATED,5
5929,-97.2930195,33.0245299,BEECHWOOD,XTO ENERGY INCORPORATED,34
5930,-97.2337773,33.1656194,BILTMORE,DEVON ENERGY PRODUCTION COMPANY L P,9
5931,-97.2348866,33.1578911,BILTMORE,DEVON ENERGY PRODUCTION COMPANY L P,39
5932,-97.3407095,33.2028101,DUNN CLARA LYLES,DEVON ENERGY PRODUCTION COMPANY L P,93
5933,-97.2807397,33.0178435,BEECHWOOD,XTO ENERGY INCORPORATED,39
5934,-97.2807199,33.0178077,BEECHWOOD,XTO ENERGY INCORPORATED,55
5935,-97.3449996,33.1832222,DUNN HOBBY D,DEVON ENERGY PRODUCTION COMPANY L P,74
5936,-97.2702713,33.0844437,ARNOLD,AETHON ENERGY OPERATING LLC,9
5937,-97.3608932,33.1948752,DUNN C,ENERVEST OPERATING LLC,93
5938,-97.2983074,33.3054934,NOBLES R H,DEVON ENERGY PRODUCTION COMPANY L P,58
5939,-97.273225,33.0157589,ELIZABETH-KUMAR UNIT,VANTAGE FORT WORTH ENERGY LLC,23
5940,-97.1136487,33.1667804,COUCH-MOHON,TRIO CONSULTING & MANAGEMENT LLC,21
5941,-97.1945169,33.0677514,FURST RANCH,EAGLERIDGE OPERATING LLC,86
5942,-97.184784,33.0671799,FURST RANCH,EAGLERIDGE OPERATING LLC,6
5943,-97.0965776,33.1687981,DENTON STATE SCHOOL,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,66
5944,-97.0963829,33.1687697,WINDJAMMER,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,7
5945,-97.3345217,32.9950014,ALLIANCE,BLUESTONE NATURAL RES II LLC,48
5946,-97.33475,32.9950035,ALLIANCE,BLUESTONE NATURAL RES II LLC,76
5947,-97.0966761,33.1689623,WESTMINSTER,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,18
5948,-97.2626157,33.0091873,CHADWICK RESOURCES LTD,DEVON ENERGY PRODUCTION COMPANY L P,69
5949,-97.1675737,33.0126923,TROPHY CLUB UNIT,VANTAGE FORT WORTH ENERGY LLC,64
5950,-97.2161751,33.2361407,SMITH MILDRED,VANTAGE FORT WORTH ENERGY LLC,24
